id,source_file,source_line,tag,source_control,desktop,mobile,keyboard,validation,wallet_disconnected,wallet_connected,account_network_change,evidence,issue,overall
R231,apps/web/components/profile/ListingManagementClient.tsx,366,a,"<a href={mediaUrl} target=""_blank"" rel=""noreferrer"" className=""ctaLink secondaryLink"" onClick={(e) => e.stopPropagation()}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R232,apps/web/components/profile/ListingManagementClient.tsx,1129,select,<select value={standard} onChange={(e) => setStandard(e.target.value as Standard)}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R233,apps/web/components/profile/ListingManagementClient.tsx,1137,select,"<select value={selectedChainFilter === ""all"" ? ""all"" : String(selectedChainFilter)} onChange={(e) => setSelectedChainFilter(e.target.value === ""all"" ? ""all"" : Number.parseInt(e.target.value, 10)) } >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R234,apps/web/components/profile/ListingManagementClient.tsx,1167,select,<select value={selectedContractKey} onChange={(e) => setSelectedContractKey(e.target.value)}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R235,apps/web/components/profile/ListingManagementClient.tsx,1177,select,<select value={inventorySort} onChange={(e) => setInventorySort(e.target.value as InventorySort)}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R236,apps/web/components/profile/ListingManagementClient.tsx,1205,select,<select value={inventorySort} onChange={(e) => setInventorySort(e.target.value as InventorySort)}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R237,apps/web/components/profile/ListingManagementClient.tsx,1236,input,"<input value={erc1155Amount} onChange={(e) => setErc1155Amount(e.target.value)} inputMode=""numeric"" min=""1"" max={selectedErc1155AvailableCap ? selectedErc1155AvailableCap.toString() : undefined} placeholder=""1"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R238,apps/web/components/profile/ListingManagementClient.tsx,1283,button,"<button type=""button"" className=""miniBtn"" onClick={clearListingUpdate}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R239,apps/web/components/profile/ListingManagementClient.tsx,1292,select,"<select value={paymentTokenType} onChange={(e) => setPaymentTokenType(e.target.value as ""ETH"" | ""ERC20"")}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R240,apps/web/components/profile/ListingManagementClient.tsx,1300,input,"<input value={erc20TokenAddress} onChange={(e) => setErc20TokenAddress(e.target.value)} placeholder=""0x..."" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R241,apps/web/components/profile/ListingManagementClient.tsx,1305,input,"<input value={priceInput} onChange={(e) => setPriceInput(e.target.value)} placeholder={paymentTokenType === ""ETH"" ? ""0.01"" : ""1000000""} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R242,apps/web/components/profile/ListingManagementClient.tsx,1313,input,"<input value={listingDays} onChange={(e) => setListingDays(e.target.value)} inputMode=""numeric"" placeholder=""7"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R243,apps/web/components/profile/ListingManagementClient.tsx,1326,button,"<button type=""button"" className=""secondary"" disabled={!submitTargetChainId||state.status==='pending'} onClick={()=>setFeeAttempt(value=>value+1)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R244,apps/web/components/profile/ListingManagementClient.tsx,1329,button,"<button type=""submit"" disabled={state.status === ""pending"" || !feeQuote || feeQuote.chainId!==submitTargetChainId || (!editingListing && selectedTokens.length === 0)} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R245,apps/web/components/profile/ListingManagementTxStatus.tsx,18,a,"<a href={`${explorerBase}/tx/${state.hash}`} target=""_blank"" rel=""noreferrer"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R246,apps/web/components/profile/ProfileClient.tsx,2190,iframe,"<iframe title={embed.title} src={embed.embedUrl} loading=""lazy"" allow={embed.kind === ""youtube"" ? ""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" : ""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture""} allowFullScreen={embed.kind === ""youtube""} referrerPolicy=""strict-origin-when-cross-origin"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R247,apps/web/components/profile/ProfileClient.tsx,2199,a,"<a href={embed.url} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R248,apps/web/components/profile/ProfileClient.tsx,2226,iframe,"<iframe title={block.title} src={block.embedView.embedUrl} loading=""lazy"" allow={block.embedView.kind === ""youtube"" ? ""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" : ""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture""} allowFullScreen={block.embedView.kind === ""youtube""} referrerPolicy=""strict-origin-when-cross-origin"" className=""profileMyspaceRetroEmbedFrame"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R249,apps/web/components/profile/ProfileClient.tsx,2236,a,"<a href={block.embedUrl} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R250,apps/web/components/profile/ProfileClient.tsx,2245,a,"<a href={link} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R251,apps/web/components/profile/ProfileClient.tsx,2310,input,"<input value={guestbookName} onChange={(e) => setGuestbookName(e.target.value)} placeholder=""space friend"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R252,apps/web/components/profile/ProfileClient.tsx,2314,textarea,"<textarea value={guestbookMessage} onChange={(e) => setGuestbookMessage(e.target.value)} placeholder=""leave a comment for this page"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R253,apps/web/components/profile/ProfileClient.tsx,2317,button,"<button type=""button"" onClick={() => void submitGuestbookEntry()} disabled={guestbookState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R254,apps/web/components/profile/ProfileClient.tsx,2335,button,"<button type=""button"" onClick={() => void hideGuestbookEntry(entry.id)} disabled={moderatingGuestbookEntryId === entry.id} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R255,apps/web/components/profile/ProfileClient.tsx,2342,button,"<button type=""button"" onClick={() => void deleteGuestbookEntry(entry.id)} disabled={moderatingGuestbookEntryId === entry.id} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R256,apps/web/components/profile/ProfileClient.tsx,2373,button,"<button type=""button"" onClick={() => void restoreGuestbookEntry(entry.id)} disabled={moderatingGuestbookEntryId === entry.id} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R257,apps/web/components/profile/ProfileClient.tsx,2399,iframe,"<iframe key={customPreviewId} title={`${creatorDisplayName} custom profile module`} srcDoc={customProfilePreview} sandbox="""" className=""profileCustomModuleFrame"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R258,apps/web/components/profile/ProfileClient.tsx,2416,iframe,"<iframe title={embed.title} src={embed.embedUrl} loading=""lazy"" allow={embed.kind === ""youtube"" ? ""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" : ""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture""} allowFullScreen={embed.kind === ""youtube""} referrerPolicy=""strict-origin-when-cross-origin"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R259,apps/web/components/profile/ProfileClient.tsx,2425,a,"<a href={embed.url} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R260,apps/web/components/profile/ProfileClient.tsx,2439,iframe,"<iframe title={block.title} src={block.embedView.embedUrl} loading=""lazy"" allow={block.embedView.kind === ""youtube"" ? ""accelerometer; autoplay; clipboard-write; encrypted-media; gyroscope; picture-in-picture"" : ""autoplay; clipboard-write; encrypted-media; fullscreen; picture-in-picture""} allowFullScreen={block.embedView.kind === ""youtube""} referrerPolicy=""strict-origin-when-cross-origin"" className=""profileMyspaceRetroEmbedFrame"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R261,apps/web/components/profile/ProfileClient.tsx,2439,a,"<a href={block.embedUrl} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R262,apps/web/components/profile/ProfileClient.tsx,2440,a,"<a href={link} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R263,apps/web/components/profile/ProfileClient.tsx,2451,input,"<input value={guestbookName} onChange={(e) => setGuestbookName(e.target.value)} placeholder=""space friend"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R264,apps/web/components/profile/ProfileClient.tsx,2451,textarea,"<textarea value={guestbookMessage} onChange={(e) => setGuestbookMessage(e.target.value)} placeholder=""leave a comment for this page"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R265,apps/web/components/profile/ProfileClient.tsx,2451,button,"<button type=""button"" onClick={() => void submitGuestbookEntry()} disabled={guestbookState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R266,apps/web/components/profile/ProfileClient.tsx,2452,button,"<button type=""button"" onClick={() => void hideGuestbookEntry(entry.id)} disabled={moderatingGuestbookEntryId === entry.id}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R267,apps/web/components/profile/ProfileClient.tsx,2452,button,"<button type=""button"" onClick={() => void deleteGuestbookEntry(entry.id)} disabled={moderatingGuestbookEntryId === entry.id}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R268,apps/web/components/profile/ProfileClient.tsx,2453,button,"<button type=""button"" onClick={() => void restoreGuestbookEntry(entry.id)} disabled={moderatingGuestbookEntryId === entry.id}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R269,apps/web/components/profile/ProfileClient.tsx,2455,iframe,"<iframe key={customPreviewId} title={`${creatorDisplayName} custom profile module`} srcDoc={customProfilePreview} sandbox="""" className=""profileCustomModuleFrame"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R270,apps/web/components/profile/ProfileClient.tsx,2480,Link,"<Link href=""/mint?view=view"" className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R271,apps/web/components/profile/ProfileClient.tsx,2487,input,"<input value={sellerAddress} onChange={(e) => setSellerAddress(e.target.value.trim())} placeholder=""0xcreator..."" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R272,apps/web/components/profile/ProfileClient.tsx,2495,input,"<input value={scanDepth} onChange={(e) => setScanDepth(e.target.value)} inputMode=""numeric"" placeholder=""250"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R273,apps/web/components/profile/ProfileClient.tsx,2499,select,"<select value={selectedChainFilter === ""all"" ? ""all"" : String(selectedChainFilter)} onChange={(e) => setSelectedChainFilter(e.target.value === ""all"" ? ""all"" : Number.parseInt(e.target.value, 10)) } >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R274,apps/web/components/profile/ProfileClient.tsx,2547,Link,"<Link href={`/profile/setup?label=${encodeURIComponent(name)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R275,apps/web/components/profile/ProfileClient.tsx,2548,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R276,apps/web/components/profile/ProfileClient.tsx,2549,Link,"<Link href=""/mint?view=view"" className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R277,apps/web/components/profile/ProfileClient.tsx,2563,Link,"<Link href={`/profile/setup?label=${encodeURIComponent(name)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R278,apps/web/components/profile/ProfileClient.tsx,2564,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R279,apps/web/components/profile/ProfileClient.tsx,2587,Link,"<Link href={buildMintCollectionHref(""view"", mintProfileParam)} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R280,apps/web/components/profile/ProfileClient.tsx,2591,Link,"<Link href={buildMintCollectionHref(""manage"", mintProfileParam)} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R281,apps/web/components/profile/ProfileClient.tsx,2603,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R282,apps/web/components/profile/ProfileClient.tsx,2606,Link,"<Link href={buildMintCollectionHref(""view"", mintProfileParam)} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R283,apps/web/components/profile/ProfileClient.tsx,2632,a,"<a href={contractExplorer} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R284,apps/web/components/profile/ProfileClient.tsx,2639,Link,"<Link href={buildMintCollectionHref(""view"", mintProfileParam, collection.contractAddress)} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R285,apps/web/components/profile/ProfileClient.tsx,2646,Link,"<Link href={buildMintCollectionHref(""manage"", mintProfileParam, collection.contractAddress)} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R286,apps/web/components/profile/ProfileClient.tsx,2695,button,"<button type=""button"" onClick={() => setScanDepth(""500"")}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R287,apps/web/components/profile/ProfileClient.tsx,2754,button,"<button type=""button"" onClick={() => setOwnerRailOpen((current) => !current)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R288,apps/web/components/profile/ProfileClient.tsx,2787,a,"<a href={toExplorerAddress(wallet, config.chainId)!} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R289,apps/web/components/profile/ProfileClient.tsx,2805,Link,"<Link href={buildMintCollectionHref(""manage"", mintProfileParam)} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R290,apps/web/components/profile/ProfileClient.tsx,2814,Link,"<Link href={buildMintCollectionHref(""manage"", mintProfileParam)} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R291,apps/web/components/profile/ProfileClient.tsx,2844,a,"<a href={contractExplorer} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R292,apps/web/components/profile/ProfileClient.tsx,2853,Link,"<Link href={`/profile/${encodeURIComponent(attachedProfile.slug)}`} className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R293,apps/web/components/profile/ProfileClient.tsx,2863,Link,"<Link href={collection.fixHref} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R294,apps/web/components/profile/ProfileClient.tsx,2880,Link,"<Link href={`/profile/setup?label=${encodeURIComponent(name)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R295,apps/web/components/profile/ProfileClient.tsx,2982,a,"<a href={publishedProfileGatewayUrl} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R296,apps/web/components/profile/ProfileClient.tsx,2990,button,"<button type=""button"" onClick={() => void publishProfileManifest()} disabled={publishState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R297,apps/web/components/profile/ProfileClient.tsx,3002,button,"<button type=""button"" onClick={() => { setEditStatusHeadline((current) => current.trim() || ""tuning this page like it's 2006""); setEditSidebarFactsText((current) => current.trim() || formatSidebarFactsInput(MYSPACE_STARTER_SIDEBAR_FACTS)); setEditTopFriendsText((current) => current.trim() || ""Tom\nBestie\nFavorite collector""); setEditRetroBlocksText((current) => current.trim() || formatRetroBlocksInput(MYSPACE_STARTER_RETRO_BLOCKS)); setEditCustomBoxesText((current) => current.trim() || formatCustomBoxesInput(MYSPACE_STARTER_CUSTOM_BOXES)); setEditModuleOrder([""social"", ""retro"", ""media"", ""boxes"", ""guestbook"", ""custom""]); setEditHeroModules([""social"", ""guestbook""]); setEditHeroCompactModules(",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R298,apps/web/components/profile/ProfileClient.tsx,3021,button,"<button type=""button"" onClick={() => { setEditCustomHtml(""""); setEditCustomCss(""""); }} disabled={!hasCustomHtmlModule} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R299,apps/web/components/profile/ProfileClient.tsx,3036,input,<input value={editDisplayName} onChange={(e) => setEditDisplayName(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R300,apps/web/components/profile/ProfileClient.tsx,3040,input,<input value={editTagline} onChange={(e) => setEditTagline(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R301,apps/web/components/profile/ProfileClient.tsx,3044,input,"<input value=""Unified creator page"" readOnly />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R302,apps/web/components/profile/ProfileClient.tsx,3048,input,<input value={editAccentColor} onChange={(e) => setEditAccentColor(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R303,apps/web/components/profile/ProfileClient.tsx,3052,input,<input value={editAvatarUrl} onChange={(e) => setEditAvatarUrl(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R304,apps/web/components/profile/ProfileClient.tsx,3056,input,<input value={editBannerUrl} onChange={(e) => setEditBannerUrl(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R305,apps/web/components/profile/ProfileClient.tsx,3060,input,<input value={editFeaturedUrl} onChange={(e) => setEditFeaturedUrl(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R306,apps/web/components/profile/ProfileClient.tsx,3064,textarea,<textarea value={editBio} onChange={(e) => setEditBio(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R307,apps/web/components/profile/ProfileClient.tsx,3068,textarea,<textarea value={editAboutMe} onChange={(e) => setEditAboutMe(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R308,apps/web/components/profile/ProfileClient.tsx,3072,textarea,<textarea value={editInterests} onChange={(e) => setEditInterests(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R309,apps/web/components/profile/ProfileClient.tsx,3076,textarea,<textarea value={editWhoIdLikeToMeet} onChange={(e) => setEditWhoIdLikeToMeet(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R310,apps/web/components/profile/ProfileClient.tsx,3080,input,"<input value={editStatusHeadline} onChange={(e) => setEditStatusHeadline(e.target.value)} placeholder=""currently obsessing over weird internet relics"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R311,apps/web/components/profile/ProfileClient.tsx,3088,button,"<button key={template.label} type=""button"" onClick={() => setEditSidebarFactsText((current) => appendSidebarFactTemplate(current, template.value))} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R312,apps/web/components/profile/ProfileClient.tsx,3098,textarea,"<textarea value={editSidebarFactsText} onChange={(e) => setEditSidebarFactsText(e.target.value)} placeholder=""Mood: Chronically online Location: Terminal tab Occupation: Pixel archivist"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R313,apps/web/components/profile/ProfileClient.tsx,3104,textarea,"<textarea value={editCustomCss} onChange={(e) => setEditCustomCss(e.target.value)} placeholder="".profile-panel { transform: rotate(-1deg); }"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R314,apps/web/components/profile/ProfileClient.tsx,3108,textarea,"<textarea value={editCustomHtml} onChange={(e) => setEditCustomHtml(e.target.value)} placeholder=""<div><marquee>Welcome to my page</marquee></div>"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R315,apps/web/components/profile/ProfileClient.tsx,3113,textarea,"<textarea value={editTopFriendsText} onChange={(e) => setEditTopFriendsText(e.target.value)} placeholder=""Tom Bestie Favorite collector"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R316,apps/web/components/profile/ProfileClient.tsx,3119,textarea,"<textarea value={editTestimonialsText} onChange={(e) => setEditTestimonialsText(e.target.value)} placeholder=""legendary page coder instant follow"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R317,apps/web/components/profile/ProfileClient.tsx,3125,input,"<input value={editProfileSongUrl} onChange={(e) => setEditProfileSongUrl(e.target.value)} placeholder=""https://.../song.mp3"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R318,apps/web/components/profile/ProfileClient.tsx,3133,button,"<button key={template.label} type=""button"" onClick={() => setEditMediaEmbedsText((current) => appendMediaEmbedTemplate(current, template.value))} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R319,apps/web/components/profile/ProfileClient.tsx,3143,textarea,"<textarea value={editMediaEmbedsText} onChange={(e) => setEditMediaEmbedsText(e.target.value)} placeholder=""Favorite Video | https://www.youtube.com/watch?v=dQw4w9WgXcQ Playlist | https://open.spotify.com/playlist/..."" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R320,apps/web/components/profile/ProfileClient.tsx,3152,button,"<button key={template.label} type=""button"" onClick={() => setEditRetroBlocksText((current) => appendRetroBlockTemplate(current, template.block))} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R321,apps/web/components/profile/ProfileClient.tsx,3162,textarea,"<textarea value={editRetroBlocksText} onChange={(e) => setEditRetroBlocksText(e.target.value)} placeholder={""Type: text\nTitle: Latest Bulletin\nReworking this profile to feel like 2006 again.\n\nType: marquee\nTitle: Scrolling Note\nwelcome 2 my page :: leave a comment :: glitter forever\n\nType: badges\nTitle: Blinkies\nonline now\nscene archive\nweb revivalist\n\nType: divider\nTitle: Glitter Break\n***************""} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R322,apps/web/components/profile/ProfileClient.tsx,3170,textarea,"<textarea value={editStampsText} onChange={(e) => setEditStampsText(e.target.value)} placeholder=""online now scene kid collector core"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R323,apps/web/components/profile/ProfileClient.tsx,3212,button,"<button type=""button"" onClick={() => setEditModuleOrder((current) => moveMyspaceModuleOrder(current, moduleId, -1))} disabled={index === 0} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R324,apps/web/components/profile/ProfileClient.tsx,3219,button,"<button type=""button"" onClick={() => setEditModuleOrder((current) => moveMyspaceModuleOrder(current, moduleId, 1))} disabled={index === editModuleOrder.length - 1} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R325,apps/web/components/profile/ProfileClient.tsx,3237,input,"<input type=""checkbox"" checked={editHeroModules.includes(moduleId)} onChange={() => setEditHeroModules((current) => toggleMyspaceHeroModule(current, moduleId))} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R326,apps/web/components/profile/ProfileClient.tsx,3256,select,"<select value={featured && editHeroCompactModules.includes(moduleId) ? ""compact"" : featured ? ""default"" : ""off""} onChange={(event) => { const nextValue = event.target.value; if (nextValue === ""off"") return; setEditHeroCompactModules((current) => nextValue === ""compact"" ? normalizeMyspaceHeroCompactModules([...current.filter((item) => item !== moduleId), moduleId]) : current.filter((item) => item !== moduleId)); }} disabled={!featured} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R327,apps/web/components/profile/ProfileClient.tsx,3281,input,"<input type=""checkbox"" checked={editSidebarModules.includes(moduleId)} onChange={() => setEditSidebarModules((current) => toggleMyspaceSidebarModule(current, moduleId))} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R328,apps/web/components/profile/ProfileClient.tsx,3300,select,"<select value={pinned && editSidebarCompactModules.includes(moduleId) ? ""compact"" : pinned ? ""default"" : ""off""} onChange={(event) => { const nextValue = event.target.value; if (nextValue === ""off"") return; setEditSidebarCompactModules((current) => nextValue === ""compact"" ? normalizeMyspaceSidebarCompactModules([...current.filter((item) => item !== moduleId), moduleId]) : current.filter((item) => item !== moduleId)); }} disabled={!pinned} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R329,apps/web/components/profile/ProfileClient.tsx,3328,select,"<select value={inSidebar ? ""sidebar"" : width} onChange={(event) => { const nextWidth = event.target.value as MyspaceMainColumnWidth | ""sidebar""; if (nextWidth === ""sidebar"") return; const next = setMyspaceMainColumnWidth(moduleId, nextWidth, editMainColumnSplitModules, editMainColumnCompactModules); setEditMainColumnSplitModules(next.splitModules); setEditMainColumnCompactModules(next.compactModules); }} disabled={inSidebar} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
R330,apps/web/components/profile/ProfileClient.tsx,3356,button,"<button key={template.label} type=""button"" onClick={() => setEditCustomBoxesText((current) => appendCustomBoxTemplate(current, template.value))} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
