id,historical_source_file,historical_line,tag,source_control,desktop,mobile,keyboard,validation,wallet_disconnected,wallet_connected,account_network_change,evidence,issue,overall
C222,apps/web/components/profile/ProfileClient.tsx,2862,Link,"<Link href={collection.fixHref} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C223,apps/web/components/profile/ProfileClient.tsx,2879,Link,"<Link href={`/profile/setup?label=${encodeURIComponent(name)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C224,apps/web/components/profile/ProfileClient.tsx,2981,a,"<a href={publishedProfileGatewayUrl} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C225,apps/web/components/profile/ProfileClient.tsx,2989,button,"<button type=""button"" onClick={() => void publishProfileManifest()} disabled={publishState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C226,apps/web/components/profile/ProfileClient.tsx,3001,button,"<button type=""button"" onClick={() => { setEditStatusHeadline((current) => current.trim() || ""tuning this page like it's 2006""); setEditSidebarFactsText((current) => current.trim() || formatSidebarFactsInput(MYSPACE_STARTER_SIDEBAR_FACTS)); setEditTopFriendsText((current) => current.trim() || ""Tom\nBestie\nFavorite collector""); setEditRetroBlocksText((current) => current.trim() || formatRetroBlocksInput(MYSPACE_STARTER_RETRO_BLOCKS)); setEditCustomBoxesText((current) => current.trim() || formatCustomBoxesInput(MYSPACE_STARTER_CUSTOM_BOXES)); setEditModuleOrder([""social"", ""retro"", ""media"", ""boxes"", ""guestbook"", ""custom""]); setEditHeroModules([""social"", ""guestbook""]); setEditHeroCompactModules(",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C227,apps/web/components/profile/ProfileClient.tsx,3020,button,"<button type=""button"" onClick={() => { setEditCustomHtml(""""); setEditCustomCss(""""); }} disabled={!hasCustomHtmlModule} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C228,apps/web/components/profile/ProfileClient.tsx,3035,input,<input value={editDisplayName} onChange={(e) => setEditDisplayName(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C229,apps/web/components/profile/ProfileClient.tsx,3039,input,<input value={editTagline} onChange={(e) => setEditTagline(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C230,apps/web/components/profile/ProfileClient.tsx,3043,input,"<input value=""Unified creator page"" readOnly />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C231,apps/web/components/profile/ProfileClient.tsx,3047,input,<input value={editAccentColor} onChange={(e) => setEditAccentColor(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C232,apps/web/components/profile/ProfileClient.tsx,3051,input,<input value={editAvatarUrl} onChange={(e) => setEditAvatarUrl(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C233,apps/web/components/profile/ProfileClient.tsx,3055,input,<input value={editBannerUrl} onChange={(e) => setEditBannerUrl(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C234,apps/web/components/profile/ProfileClient.tsx,3059,input,<input value={editFeaturedUrl} onChange={(e) => setEditFeaturedUrl(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C235,apps/web/components/profile/ProfileClient.tsx,3063,textarea,<textarea value={editBio} onChange={(e) => setEditBio(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C236,apps/web/components/profile/ProfileClient.tsx,3067,textarea,<textarea value={editAboutMe} onChange={(e) => setEditAboutMe(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C237,apps/web/components/profile/ProfileClient.tsx,3071,textarea,<textarea value={editInterests} onChange={(e) => setEditInterests(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C238,apps/web/components/profile/ProfileClient.tsx,3075,textarea,<textarea value={editWhoIdLikeToMeet} onChange={(e) => setEditWhoIdLikeToMeet(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C239,apps/web/components/profile/ProfileClient.tsx,3079,input,"<input value={editStatusHeadline} onChange={(e) => setEditStatusHeadline(e.target.value)} placeholder=""currently obsessing over weird internet relics"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C240,apps/web/components/profile/ProfileClient.tsx,3087,button,"<button key={template.label} type=""button"" onClick={() => setEditSidebarFactsText((current) => appendSidebarFactTemplate(current, template.value))} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C241,apps/web/components/profile/ProfileClient.tsx,3097,textarea,"<textarea value={editSidebarFactsText} onChange={(e) => setEditSidebarFactsText(e.target.value)} placeholder=""Mood: Chronically online Location: Terminal tab Occupation: Pixel archivist"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C242,apps/web/components/profile/ProfileClient.tsx,3103,textarea,"<textarea value={editCustomCss} onChange={(e) => setEditCustomCss(e.target.value)} placeholder="".profile-panel { transform: rotate(-1deg); }"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C243,apps/web/components/profile/ProfileClient.tsx,3107,textarea,"<textarea value={editCustomHtml} onChange={(e) => setEditCustomHtml(e.target.value)} placeholder=""<div><marquee>Welcome to my page</marquee></div>"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C244,apps/web/components/profile/ProfileClient.tsx,3112,textarea,"<textarea value={editTopFriendsText} onChange={(e) => setEditTopFriendsText(e.target.value)} placeholder=""Tom Bestie Favorite collector"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C245,apps/web/components/profile/ProfileClient.tsx,3118,textarea,"<textarea value={editTestimonialsText} onChange={(e) => setEditTestimonialsText(e.target.value)} placeholder=""legendary page coder instant follow"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C246,apps/web/components/profile/ProfileClient.tsx,3124,input,"<input value={editProfileSongUrl} onChange={(e) => setEditProfileSongUrl(e.target.value)} placeholder=""https://.../song.mp3"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C247,apps/web/components/profile/ProfileClient.tsx,3132,button,"<button key={template.label} type=""button"" onClick={() => setEditMediaEmbedsText((current) => appendMediaEmbedTemplate(current, template.value))} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C248,apps/web/components/profile/ProfileClient.tsx,3142,textarea,"<textarea value={editMediaEmbedsText} onChange={(e) => setEditMediaEmbedsText(e.target.value)} placeholder=""Favorite Video | https://www.youtube.com/watch?v=dQw4w9WgXcQ Playlist | https://open.spotify.com/playlist/..."" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C249,apps/web/components/profile/ProfileClient.tsx,3151,button,"<button key={template.label} type=""button"" onClick={() => setEditRetroBlocksText((current) => appendRetroBlockTemplate(current, template.block))} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C250,apps/web/components/profile/ProfileClient.tsx,3161,textarea,"<textarea value={editRetroBlocksText} onChange={(e) => setEditRetroBlocksText(e.target.value)} placeholder={""Type: text\nTitle: Latest Bulletin\nReworking this profile to feel like 2006 again.\n\nType: marquee\nTitle: Scrolling Note\nwelcome 2 my page :: leave a comment :: glitter forever\n\nType: badges\nTitle: Blinkies\nonline now\nscene archive\nweb revivalist\n\nType: divider\nTitle: Glitter Break\n***************""} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C251,apps/web/components/profile/ProfileClient.tsx,3169,textarea,"<textarea value={editStampsText} onChange={(e) => setEditStampsText(e.target.value)} placeholder=""online now scene kid collector core"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C252,apps/web/components/profile/ProfileClient.tsx,3211,button,"<button type=""button"" onClick={() => setEditModuleOrder((current) => moveMyspaceModuleOrder(current, moduleId, -1))} disabled={index === 0} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C253,apps/web/components/profile/ProfileClient.tsx,3218,button,"<button type=""button"" onClick={() => setEditModuleOrder((current) => moveMyspaceModuleOrder(current, moduleId, 1))} disabled={index === editModuleOrder.length - 1} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C254,apps/web/components/profile/ProfileClient.tsx,3236,input,"<input type=""checkbox"" checked={editHeroModules.includes(moduleId)} onChange={() => setEditHeroModules((current) => toggleMyspaceHeroModule(current, moduleId))} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C255,apps/web/components/profile/ProfileClient.tsx,3255,select,"<select value={featured && editHeroCompactModules.includes(moduleId) ? ""compact"" : featured ? ""default"" : ""off""} onChange={(event) => { const nextValue = event.target.value; if (nextValue === ""off"") return; setEditHeroCompactModules((current) => nextValue === ""compact"" ? normalizeMyspaceHeroCompactModules([...current.filter((item) => item !== moduleId), moduleId]) : current.filter((item) => item !== moduleId)); }} disabled={!featured} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C256,apps/web/components/profile/ProfileClient.tsx,3280,input,"<input type=""checkbox"" checked={editSidebarModules.includes(moduleId)} onChange={() => setEditSidebarModules((current) => toggleMyspaceSidebarModule(current, moduleId))} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C257,apps/web/components/profile/ProfileClient.tsx,3299,select,"<select value={pinned && editSidebarCompactModules.includes(moduleId) ? ""compact"" : pinned ? ""default"" : ""off""} onChange={(event) => { const nextValue = event.target.value; if (nextValue === ""off"") return; setEditSidebarCompactModules((current) => nextValue === ""compact"" ? normalizeMyspaceSidebarCompactModules([...current.filter((item) => item !== moduleId), moduleId]) : current.filter((item) => item !== moduleId)); }} disabled={!pinned} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C258,apps/web/components/profile/ProfileClient.tsx,3327,select,"<select value={inSidebar ? ""sidebar"" : width} onChange={(event) => { const nextWidth = event.target.value as MyspaceMainColumnWidth | ""sidebar""; if (nextWidth === ""sidebar"") return; const next = setMyspaceMainColumnWidth(moduleId, nextWidth, editMainColumnSplitModules, editMainColumnCompactModules); setEditMainColumnSplitModules(next.splitModules); setEditMainColumnCompactModules(next.compactModules); }} disabled={inSidebar} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C259,apps/web/components/profile/ProfileClient.tsx,3355,button,"<button key={template.label} type=""button"" onClick={() => setEditCustomBoxesText((current) => appendCustomBoxTemplate(current, template.value))} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C260,apps/web/components/profile/ProfileClient.tsx,3365,textarea,"<textarea value={editCustomBoxesText} onChange={(e) => setEditCustomBoxesText(e.target.value)} placeholder={""Title: Favorite Movies\nHackers, Ghost World, Blade Runner\n\nTitle: Latest Obsession\nCollecting weird internet relics.""} />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C261,apps/web/components/profile/ProfileClient.tsx,3373,textarea,<textarea value={editLinksText} onChange={(e) => setEditLinksText(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C262,apps/web/components/profile/ProfileClient.tsx,3380,button,"<button type=""button"" onClick={() => void saveProfileDetails()} disabled={editState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C263,apps/web/components/profile/ProfileClient.tsx,3395,input,<input value={transferAddress} onChange={(e) => setTransferAddress(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C264,apps/web/components/profile/ProfileClient.tsx,3399,button,"<button type=""button"" onClick={() => void submitProfileTransfer()} disabled={transferState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C265,apps/web/components/profile/ProfileClient.tsx,3414,Link,"<Link href={`/profile/setup?label=${encodeURIComponent(name)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C266,apps/web/components/profile/ProfileHeroSections.tsx,120,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C267,apps/web/components/profile/ProfileHeroSections.tsx,123,Link,"<Link href={`/mint?view=view&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C268,apps/web/components/profile/ProfileHeroSections.tsx,127,Link,"<Link href={`${canonicalRoute}#listing-management`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C269,apps/web/components/profile/ProfileHeroSections.tsx,176,a,"<a href={primaryProfile.featuredUrl} target=""_blank"" rel=""noreferrer"" className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C270,apps/web/components/profile/ProfileHeroSections.tsx,182,a,"<a href={primaryProfile.featuredUrl} target=""_blank"" rel=""noreferrer"" className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C271,apps/web/components/profile/ProfileHeroSections.tsx,230,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C272,apps/web/components/profile/ProfileHeroSections.tsx,233,Link,"<Link href={`${canonicalRoute}#listing-management`} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C273,apps/web/components/profile/ProfileHeroSections.tsx,265,a,"<a key={link} href={link} target=""_blank"" rel=""noreferrer"" className=""profileLinkRow"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C274,apps/web/components/profile/ProfileHeroSections.tsx,290,a,"<a href={toExplorerAddress(pinnedCollection.contractAddress, pinnedCollection.chainId || configChainId)!} target=""_blank"" rel=""noreferrer"" className=""mono"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C275,apps/web/components/profile/ProfileHoldingsSection.tsx,63,Link,"<Link href={`/mint?view=view&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C276,apps/web/components/profile/ProfileHoldingsSection.tsx,69,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C277,apps/web/components/profile/ProfileHoldingsSection.tsx,147,a,"<a href={contractExplorer} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C278,apps/web/components/profile/ProfileHoldingsSection.tsx,169,Link,"<Link href={`/mint?view=view&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C279,apps/web/components/profile/ProfileHoldingsSection.tsx,175,Link,"<Link href={`/mint?view=manage&profile=${encodeURIComponent(mintProfileParam)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C280,apps/web/components/profile/ProfileLandingClient.tsx,1537,Link,<Link href={`/profile/${encodeURIComponent(profiles[0].slug)}`}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C281,apps/web/components/profile/ProfileLandingClient.tsx,1543,select,"<select value={identityMode} onChange={(e) => setIdentityMode( e.target.value as | ""register-eth"" | ""register-eth-subname"" | ""ens"" | ""external-subname"" | ""nftfactory-subname"" ) } >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C282,apps/web/components/profile/ProfileLandingClient.tsx,1574,input,<input value={identityName} onChange={(e) => setIdentityName(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C283,apps/web/components/profile/ProfileLandingClient.tsx,1578,select,<select value={selectedSubnameParentOption} onChange={(e) => setSubnameParent(e.target.value)} disabled={ensParentCandidates.length === 0} >,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C284,apps/web/components/profile/ProfileLandingClient.tsx,1606,select,"<select value={identityName} onChange={(e) => setIdentityName(e.target.value)} disabled={(identityMode === ""ens"" ? existingEnsOptions : existingSubnameOptions).length === 0} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C285,apps/web/components/profile/ProfileLandingClient.tsx,1621,input,<input value={identityName} onChange={(e) => setIdentityName(e.target.value)} />,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C286,apps/web/components/profile/ProfileLandingClient.tsx,1635,button,"<button type=""button"" className={checkedIdentityReady ? ""profileActionReady"" : undefined} onClick={() => void ( checkedIdentityReady ? runIdentityAction() : checkIdentityAvailability() ) } disabled={primaryActionDisabled} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C287,apps/web/components/profile/ProfileLandingClient.tsx,1655,select,<select value={registrationYears} onChange={(e) => setRegistrationYears(e.target.value)}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C288,apps/web/components/profile/ProfileLandingClient.tsx,1674,select,<select value={selectedCollection} onChange={(e) => setSelectedCollection(e.target.value)}>,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C289,apps/web/components/profile/ProfileLandingClient.tsx,1687,button,"<button type=""button"" onClick={() => void completeEthRegistration()} disabled={!isConnected || setupState.status === ""pending"" || wrongNetwork || registrationCountdown > 0} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C290,apps/web/components/profile/ProfileLandingClient.tsx,1698,button,"<button type=""button"" className=""secondary"" onClick={clearPendingEthRegistration}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C291,apps/web/components/profile/ProfileLandingClient.tsx,1727,a,"<a href={`${explorerBase}/tx/${setupState.hash}`} target=""_blank"" rel=""noreferrer"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C292,apps/web/components/profile/ProfileLandingClient.tsx,1737,Link,"<Link href={`/profile/${encodeURIComponent(postLinkProfile.slug)}`} className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C293,apps/web/components/profile/ProfileLandingClient.tsx,1741,Link,"<Link href={`/mint?view=mint&collection=shared&profile=${encodeURIComponent(postLinkProfile.fullName)}`} className=""ctaLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C294,apps/web/components/profile/ProfileModerationClient.tsx,179,input,"<input value={profileName} onChange={(event) => setProfileName(event.target.value)} placeholder=""demo"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C295,apps/web/components/profile/ProfileModerationClient.tsx,183,input,"<input value={actorAddress} onChange={(event) => setActorAddress(event.target.value)} placeholder=""0x..."" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C296,apps/web/components/profile/ProfileModerationClient.tsx,187,button,"<button type=""button"" onClick={() => void loadEntries()} disabled={loadState.status === ""pending""}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C297,apps/web/components/profile/ProfileModerationClient.tsx,191,Link,"<Link href={""/profile/"" + encodeURIComponent(normalizedProfileName)} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C298,apps/web/components/profile/ProfileModerationClient.tsx,225,button,"<button type=""button"" disabled={isBusy} onClick={() => void hideEntry(entry.id)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C299,apps/web/components/profile/ProfileModerationClient.tsx,230,button,"<button type=""button"" disabled={isBusy} onClick={() => void restoreEntry(entry.id)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C300,apps/web/components/profile/ProfileModerationClient.tsx,235,button,"<button type=""button"" disabled={isBusy} onClick={() => void deleteEntry(entry.id)}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C301,apps/web/components/profile/ProfileOffersSection.tsx,140,a,"<a href={contractExplorer} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C302,apps/web/components/profile/ProfileOffersSection.tsx,147,button,"<button type=""button"" onClick={() => void acceptOffer(offer)} disabled={actingOfferId === offer.id || !canAccept} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C303,apps/web/components/profile/ProfileOffersSection.tsx,222,a,"<a href={contractExplorer} target=""_blank"" rel=""noreferrer"" className=""mono"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C304,apps/web/components/profile/ProfileOffersSection.tsx,229,button,"<button type=""button"" onClick={() => void cancelOffer(offer)} disabled={actingOfferId === offer.id || !canCancel} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C305,apps/web/components/profile/ProfileSelectorClient.tsx,298,Link,"<Link href=""/profile/setup"" className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C306,apps/web/components/profile/ProfileSelectorClient.tsx,301,Link,"<Link href=""/discover"" className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C307,apps/web/components/profile/ProfileSelectorClient.tsx,304,Link,"<Link href=""/mint?view=manage"" className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C308,apps/web/components/profile/ProfileSelectorClient.tsx,335,Link,"<Link href={`/profile/${encodeURIComponent(profile.slug)}`} className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C309,apps/web/components/profile/ProfileSelectorClient.tsx,339,Link,"<Link href={`/mint?view=manage&address=${encodeURIComponent(profile.collectionAddress)}`} className=""ctaLink secondaryLink"" >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C310,apps/web/components/profile/ProfileSelectorClient.tsx,357,Link,"<Link href=""/profile/setup"" className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C311,apps/web/components/profile/ProfileSelectorClient.tsx,366,Link,"<Link href={item.href} className=""ctaLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C312,apps/web/components/profile/ProfileSelectorClient.tsx,384,Link,"<Link href={item.href} className=""ctaLink secondaryLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C313,apps/web/components/wiki/WikiMarkdown.tsx,52,Link,"<Link key={`link-${key++}`} href={href} className=""wikiInlineLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C314,apps/web/components/wiki/WikiMarkdown.tsx,58,a,"<a key={`link-${key++}`} href={href} target=""_blank"" rel=""noreferrer"" className=""wikiInlineLink"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C315,apps/web/components/wiki/WikiMarkdown.tsx,167,a,"<a href={`#${headingId}`} className=""wikiHeadingAnchor"">",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C316,apps/web/components/wiki/WikiSidebar.tsx,41,input,"<input className=""wikiSearchInput"" type=""search"" value={query} onChange={(event) => setQuery(event.target.value)} placeholder=""Search creator guides"" />",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C317,apps/web/components/wiki/WikiSidebar.tsx,54,Link,"<Link key={page.slug} href={href} className={`wikiNavLink${isActive ? "" active"" : """"}`}>",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
C318,apps/web/components/wiki/WikiTableOfContents.tsx,78,a,"<a key={heading.id} href={`#${heading.id}`} className={`wikiTocLink wikiTocLevel${Math.min(heading.level, 4)}${activeId === heading.id ? "" active"" : """"}`} >",not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,not recorded,,,pending verification
